"Number","Name","Nickname","Correspondence language","Address","Address addon","ZIP / Postal code","City","State","Country","Phone","Category","Currency","Payment method","Comment for student record","Tax number","Web","Groups","Active","First name","Surname","E-mail","Commission category","Terms of payments","Cancellation category","Created by","Created","Updated by","Updated on"
"","Manhattan International Education StudyMap","MIE","English","StudyMAP????_???????????","","","","","Taiwan","886-2-2311-9699","Travel agent","","Net prior to arrival","","","www.studymap.com.tw","7. Inactive","Yes","Louis","Chang","enrollment@studymap.com.tw","25% All Courses","","","Team, Partners","23/08/2016","","10/05/2022"
"","Marcella group fund crt","Marcella group fund crt","English","","","","","","Italy","","Individual","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Mario & Luigi Casna","Casnas","English","","","","","","Italy","","Individual","€","Net prior to arrival","","","","3. Gone Quiet","Yes","Luigi","Casna","mariocasna@gmail.com","27.5% Courses","","","Gill, Paul","13/10/2017","","10/05/2022"
"","Marshall Language Services","Marshall Language Services","English","Via Ferdinando Pinelli, 1","","","","","",+390635297219,"","","Net prior to arrival","","","","","Yes","Rachel","Marshall","info@marshallservices.it","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, Partners","13/08/2019","","10/05/2022"
"","Masters","Masters","English","Pilsudskiego 135, 34-325","","","Lodygowice","","Poland",+48608646848,"Travel agent","","Net prior to arrival","","","","","Yes","Anna","Rapacz-Topilko","masters.art@gazeta.pl","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, ULearn","20/05/2019","","10/05/2022"
"","MatchMYCourse","Matchmycourse","English","77 Camden Street Lower","","D02 XE80","Dublin","","Ireland","","Travel agent","€","Net prior to arrival","","","https://matchmycourse.com/","","Yes","","","","25% All Courses","","","Team, Partners","24/10/2025","Team, Partners","24/10/2025"
"","Mauricio Ferro","Mauricio Ferro","English","","","","","","Brazil","","Individual","","Net prior to arrival","","","","7. Inactive","Yes","Mauricio","Ferro","msjferro@hotmail.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","MD4S Brazil","MD4S","English","","","","","","Brazil","353 (1) 5511306","Travel agent","","Net prior to arrival","","","http://www.md4s.org","7. Inactive","Yes","Gabriela","Becerra de Menezes","info@md4s.org","25% All Courses","","","Gill, Paul","30/06/2016","","10/05/2022"
"","Me mudo a Irlanda","Me mudo a Irlanda","English","Gort na Halla","","","Killarney","","Ireland",+353833535858,"","","Net prior to arrival","","","www.facebook.com/memudoairlanda","","Yes","Andrea","Arenas","memudoairlanda@gmail.com","25% All Courses","","ULearn Cancellation Policy 2018","Team, ULearn","27/02/2019","","10/05/2022"
"","Me Voy Al Mundo","Me Voy","English","","","","","","Spain","","Website","€","Net prior to arrival","","","mevoyalmundo.com","7. Inactive","Yes","Andrés","Navarro","info@mevoyalmundo.com","25% All Courses","","","Gill, Paul","14/06/2017","","10/05/2022"
"","Menes Tours","Menes Tours","English","","","","","","Egypt","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","METÀLOGOS Ricerca Consulenza Formazione","METALOGOS","English","Via Bazzini, 24 – Milano","VAT: 00927360255","","Italy","","","+39 4371901057","Travel agent","€","Gross prior to arrival","",00927360255,"www.metalogos.it","New agents 2020","Yes","Elia","Liberali","rendicontazione@metalogos.it","","","","Team, ULearn","10/05/2022","","10/05/2022"
"","MULTI Language School Istanbul","MULTI","English","","","","Istanbul","","Turkey","","Foreign School","","Net prior to arrival","","","http://www.multidil.com.tr/","","Yes","Gizem","Aybalkan","gizem.aybalkan@multidil.com.tr","25% All Courses","","","Team, ULearn","03/05/2017","","10/05/2022"
"","Mundial Languages Exchange","Mundial Languages Exchange","English","Unit 1 Railway Street","The Steelworks","D1","Dublin","","Ireland","+353 871708197","Travel agent","","Net prior to arrival","","","","","Yes","Lorena","Saceda","lorena@my-ml.com","15% All Courses","","","Gill, Paul","19/05/2016","","10/05/2022"
"","Mundo Destinos","Mundo Destinos","English","","","","","","Colombia","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Carolina","Bautista","bookings@mundodestinos.com","22% All Courses","","","Team, Partners","12/05/2016","","10/05/2022"
"","Mundus Agency Limited","Mundus","English","83  Innisfallen Parade, Phibsborough","","","Dublin","","Ireland","","Travel agent","€","Net prior to arrival","","","","","Yes","Rafaela","Monteiro","admissions@mundusagency.com","25% All Courses","","","Team, Partners","31/10/2025","Team, Partners","31/10/2025"
"","MustGo","Mustgo","English","Merdivenköy mah, Hizir Bey Cad.,H.Ergüven Apt. No : 255 Kat: 1","D:4 Göztepe/Kadiköy",34710,"ISTANBUL  Atasehir","","Turkey","+90 216 602 10 55","Travel agent","€","Net prior to arrival","","","www.mustgo.com.tr","10. Prospect - Gold","Yes","Sultan","Bulut","sultan@mustgo.com.tr","27.5% Courses","","","Gill, Paul","08/01/2019","","10/05/2022"
"","My Education Consultancy LTD","Meray","English","12 Breary Terrace","Horsforth","LS18 5QJ","Leeds","","United Kingdom",+447928610537,"Travel agent","€","Net prior to arrival","","","","New agents 2020","Yes","Meray","Yurttas","myeducationconsultancy@mail.co.uk","20% All Courses","","","Team, Accounts","28/09/2020","","10/05/2022"
"","Nagold MultiLanguage","Nagold MultiLanguage","English","Viale Italo Calvino 49","",00143,"Rome","","Italy",+393478213380,"Travel agent","€","Net prior to arrival","","","","New agents 2020","Yes","Johnny","Morena","johnnymorena@gmail.com","22% All Courses","","","Team, Partners","08/03/2024","","08/03/2024"
"","New Place Co.","New Place Co.","English","Higashi-Asakusa 1-10-1-101,","Taito-ku,","111-0025","Tokyo,","","Japan","+81 0 3-6802-4183","Travel agent","€","Net prior to arrival","","","http://www.brcjp.com","6. Inactive Propect","Yes","Ayako","Keiyama","ayako@brcjp.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","NewBeetle Viaggi Studio","NewBeetle Viaggi Studio","English","Viale del lavoro 22","","60035 Jesi (An)","","","Italy",390731213154,"Travel agent","","Net prior to arrival","","","www.newbeetleviaggistudio.it","7. Inactive","Yes","Laura","Vico","laura@newbeetleviaggistudio.it","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Newhak","Newhak","English","","","","","","South Korea","","Travel agent","","Net prior to arrival","","","http://newhak.com/","","Yes","Kay","Park","kay.park@newhak.com","25% All Courses","","","Team, ULearn","27/10/2016","","10/05/2022"
"","Newlink","Newlink","English","","","","","","Spain","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Next Stop Idiomas","Next Stop Idiomas","English","","","","","","Spain","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Tamara",",","info@nextstopidiomas.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Nichiai Ltd","Nichiai Ltd","English","Nichiai Ltd - 87 South Mall","","","Cork","","Ireland",+353214270199,"Travel agent","€","Net prior to arrival","","","http://www.nichiai.net/","7. Inactive","Yes","Yumiko","Imaizumi","contact@nichiai.net","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Nuevas Lenguas","Nuevas Lenguas","English","Dato 23 - patio interior","",41018,"Sevilla","","Spain","+34 954 534 172","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Cándido","Guerrero","masinformacion@nuevaslenguas.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Oan Akademi","Oan","English","Saraçlar Street,Saraçlar Is Hani, No:203","","","Edirne","","Turkey",+905072342259,"Travel agent","€","Net prior to arrival","","","https://en.oanakademi.com/","New agents 2020","Yes","Ünal","Berber","studyoanakademi@gmail.com","22% All Courses","","","Team, Partners","18/09/2024","","18/09/2024"
"","Ofilogics","Ofilogics","English","","","","","","Bolivia","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","OGMA Education","OGMA","English","17 Mulvoy Business Park","Mulvoy Road","","Galway","","Ireland",0834460694,"Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Alex","Prada","axel@ogmaeducation.com","25% All Courses","","","Team, ULearn","28/03/2018","","10/05/2022"
"","OK Intercâmbio","OK Interc.","English","Rua Vicente Linhares, 521","Ed. Humberto Santana Business, Sala 1802","60422-630","Aldeota, Fortaleza, Ceará","","Brazil","","Travel agent","€","Net prior to arrival","","","","7. Inactive","Yes","Guilherme","Felipe","Administrativo@okintercambio.com.br","25% All Courses","","","Team, ULearn","22/03/2018","","10/05/2022"
"","Oksana Konyk","Oksana Konyk","English","","","","","","Ukraine","","Individual","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Oleksii Pieshkov Agency","Oleksii Pieshkov Agency","English","","","","","","Ukraine",+380676490977,"Individual","€","Net prior to arrival","","","http://www.lifeisfreedom.net","5. Old VIP (Nurture)","Yes","Oleksii Alexey Alex","Pieshkov Peshkov","peshkov1977@gmail.com","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Omade International Consulting Co.","Omade International Consulting Co.","English","","","","","","Taiwan",-5235,"Travel agent","","Net prior to arrival","","","http://www.omade.com.tw","7. Inactive","Yes","Kelly","Wang","kelly@omade.com.tw","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Open Roads","OpenRoads","English","","","","","","Spain","+34 96 2386007 +34 616447753","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Rafa Francés","Esteve","openroadsontinyent@gmail.com","25% All Courses","","","Gill, Paul","07/06/2017","","10/05/2022"
"","Open School of Languages","Open School of Languages","English","Pº Castellana, 74","","28046 -","Madrid","","Spain","91 564 0022","Foreign School","","Net prior to arrival","","","","7. Inactive","Yes","María","Jose Rubí","mjrubi@open.es","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Optima Intercambio","Optima Intercambio","English","Praça Oito de Março,","32 Centro,","CEP 37750-000,","Machado,","MG,","Brazil","+55 35 3295 8129","Travel agent","","Net prior to arrival","","","https://optimaintercambio.com.br/","","Yes","Optima","Vendas","posvenda@optimaintercambio.com.br","25% All Courses","","","Team, ULearn","09/01/2017","","10/05/2022"
"","OpToStudy","OpToStudy","English","4 Fonvizina street","",127322,"Moscow","Moscow","Russia",+7928400863,"","","Net prior to arrival","","","optostudy.com","","Yes","Anna","Alekseeva","optosenquiry@gmail.com","25% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, ULearn","16/05/2019","","10/05/2022"
"","Otra Lengua","Otra Lengua","English","urbanización La Paz, Edificio Padre Pío,","piso 6, APTO. 6B, el Paraíso,","","Caracas","","Venezuela","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Igna","Salazar","contacto@otralengua.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Partner Study Abroad","Partner Edu","English","KIBRIS SEHITLERI CADDESI NO:39","","","ALSANCAK IZMIR","","Turkey","+90-545-830-0103","Travel agent","€","Net prior to arrival","","","http://www.partneredu.com/","10. Prospect - Gold","Yes","Erman","Uslu","erman@partneredu.com","25% All Courses","","","Team, ULearn","22/03/2018","","10/05/2022"
"","PixTour","PixTour","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Planeta do Intercambio","Planeta do Intercambio","English","86-90 Paul Street,","","EC2A 4NE,","London,","","United Kingdom","","Travel agent","","Net prior to arrival","","","www.planetadointercambio.com.br","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","13/02/2015","","10/05/2022"
"","Plus One International Pty Ltd","Plus One","English","Suite 7/Level 4, 377 Sussex Street,","",2000,"Sydney","NSW","Australia","+612 9261 2658","Travel agent","€","Net prior to arrival","","","http://www.plus1advisory.com/","New agents 2020","Yes","Charlotte","Siew","accounts@plus1advisory.com","22% All Courses","","","Team, Partners","07/03/2023","","07/03/2023"
"","Point Intercâmbios","PI - Brasil","English","","","","","","","","Travel agent","€","Net prior to arrival","","","https://pointintercambios.com/","","Yes","","","","22.5% All Courses","","","Team, Partners","20/05/2025","","20/05/2025"
"","Praga brasileiro","Praga brasileiro","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Prestige UHAK","Prestige UHAK","English","","","","","","South Korea","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Soonjoo","Kwon","soonjookwon@naver.com","28% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Pro Education International Language Education & Consulting Centre","Pro Education","English","Nam. SNP 13 813 37","","","Bratislava","","Slovakia","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Qingdao Amazing Future Education","Qingdao","English","No. 2888 Binhai Avenue","Huangdao District","","Qingdao","","China",+8618660267073,"Travel agent","€","Net prior to arrival","","","","New agents 2020","Yes","Mita","Zhao","mitazhao@foxmail.com","25% All Courses","","","Team, Partners","03/05/2023","","18/04/2025"
"","Qingdao UniTrip International","UniTrip","English","No : 306, Ningxia Road Laoshan District","Laoshan District","","Qingdao, Shandong","","China",+8615963000473,"Travel agent","€","Net prior to arrival","","","","","Yes","LUAN","MINCHAO","lunaluan@unitripper.cn","25% All Courses","","","Team, Partners","26/02/2025","","26/02/2025"
"","Quadrivium","Quadrivium","English","C/ Galicia 2-8 Bajo Logroño","",26003,"La Rioja","","Spain","","Travel agent","","Net prior to arrival","","","www.quadriviumweb.com","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","QualityCourses","Quality Courses","English","FIRST CLASS EDUCATION SL","Calle Pau Claris, 139, 5º, 2ª, 08009","","Barcelona","","Spain","","Travel agent","€","Net prior to arrival","","","www.qualitycourses.es","7. Inactive","Yes","Jessica","Greppi","jessica@qualitycourses.es","25% All Courses","","","Gill, Paul","04/05/2016","","10/05/2022"
"","Quiero ir a Irlanda","Quiero ir a Irlanda","English","","","","","","Spain","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Raddad Aljohani","Raddad","English","Dublin","","","","","Ireland",+3530838222122,"Travel agent","","Net prior to arrival","","","","","Yes","Raddad","Aljohani","raljohani@windowslive.com","25% All Courses","","","Team, ULearn","14/05/2018","","10/05/2022"
"","Ramadah Ltd","Ramadah Ltd","English","17 Accommodation road","","NW11 8EP","London","","Saudi Arabia","","Travel agent","","Net prior to arrival","","","www.ramadah.com","3. Gone Quiet","Yes","","","","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","ReAbroad Smaryu","Smaryu","English","Shinjuku Light Building, 7th floor,","Shinjuku,","160-0022","Shinjuku-ku","Tokyo","Japan",+81362794992,"Travel agent","€","Net prior to arrival","","","smaryu.com","1. VIP","Yes","Ayako","Takeshita","order@reabroad.co.jp","30% All Courses","","","Gill, Paul","12/03/2018","","16/09/2024"
"","Real International Education","Real International Education","English","Barbaros Bulvari Eski Yildiz Cad. No:36","BESIKTAS","K:1 34353","ISTANBUL","","Turkey","","Travel agent","","Net prior to arrival","","","http://www.realegitim.com","3. Gone Quiet","Yes","","","","23% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Real Ireland","Real Ireland","English","Namdo Bdg, 823-24,","Yeoksam-dong, Gangnam-gu,","7F-719","Seoul,","","South Korea","","Travel agent","","Net prior to arrival","","","www.discover-ireland.co.kr","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Rockbrook","Rockbrook","English","Rockbrook International Edmondstown Road,","Rathfarnham,","","Dublin 16","","Ireland","","Foreign School","","Net prior to arrival","","","www.rockbrookinternational.com","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Round Trip Turismo","Round Trip Turismo","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Ryugaku ICC","Ryugaku ICC","English","Shimpei Nonoichi ICC Center 5F 3-4","Shichikencho Aoi-ku Shizuoka-shi Shizuoka","420-0035","","","Japan","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Saint Louis Educational Consultancy","Saint Louis EC","English","72 Alberdi St","",3200,"Concordia","Entre Ríos","Argentina",+5493454047224,"Travel agent","€","Net prior to arrival","","","","New agents 2020","Yes","Monica","Escher","stlouisschoolconcordia@gmail.com","22% All Courses","","","Team, Partners","01/02/2024","","01/02/2024"
"","Sajco Educational Consultant Pvt Ltd","Sajco EC","English","Office No : 29 & 30 2nd Floor, Rose Plaza, I-8 Markaz","","","Islamabad","","Pakistan","+92 321 8501868","Travel agent","€","Net prior to arrival","","","","2. Active Engaged","Yes","Nimra","Imran","info.sajcoedu01@gmail.com","22.5% All Courses","","","Team, Partners","12/03/2025","","12/03/2025"
"","Sarantuya Taivankhuu","Saraa","English","4 Meakstown Cottages Dubber","","","Co.Dublin","","","","Travel agent","","Net prior to arrival","","","","","Yes","Saraa","Taivankhuu","saraa.tpb@gmail.com","25% All Courses","","","Team, ULearn","14/12/2018","","13/05/2025"
"","Saudi Cultural Embassy","Saudi Cultural Embassy","English","Royal Embassy of Saudi Arabia,","6 Fitzwilliam Square East,","","Dublin 2","","Saudi Arabia","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Ben","Youcef","benyoucef67@gmail.com","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Sa­sta Language School","Sa­sta Language School","English","","","","","","Spain","","Foreign School","","Net prior to arrival","","","www.sasta.org","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","SCE Intercambios","SCE","English","The Galvin Building","Grand Parade, Cherrywood","","Dublin 18","","Ireland","+353 83 0814670","Travel agent","€","Net prior to arrival","","","","New agents 2020","Yes","Jadna","Garcia","admin@sceintercambios.com","","","","Team, Partners","21/03/2023","","21/03/2023"
"","Scuola Internazionale di Lingue","Scuola Internazionale di Lingue","English","Scuola Internazionale di Lingue Via Merulana,","","259 00185,","Roma","","Italy","","Foreign School","","Net prior to arrival","","","www.scuola-lingue-roma.it","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","SD Student Travel","SD Student Travel","English","Rua Turiassú, 390,","","cj 134","São Paulo - SP - Perdizes","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","23% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Se Mas Ingles","CMASINGLES","English","15 Usher's Island","James Joyce House","","Dublin 8","","Ireland","+353 85 780 1688","Travel agent","€","Net prior to arrival","","","https://cmasingles.com/","","Yes","Indira Laksmi","Briones Sanchez","info@cmasingles.com","20% All Courses","","","Team, Accounts","02/09/2020","","10/05/2022"
"","SEA Korea Volunteer","SEA work hols","English","","","","","","South Korea","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","Lusia","Lusia","siko12@nate.com","25% All Courses","","","Gill, Paul","12/07/2017","","10/05/2022"
"","Seikom","Seikom","English","","","","","","Ukraine","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22.5% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","SENRA Language Centre","SENRA Language Centre","English","Francisco Rocha, 198,","Batel,","","Curitiba","","Italy","","Travel agent","","Net prior to arrival","","","www.senralc.com","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Serra Idiomas","Serra Idiomas","English","","","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Service Volontaire International","SVI","English","21, Boucle des métiers,","",1348,"Louvain-La-Neuve","","Belgium","+32 2 888 67 13","Travel agent","€","Net prior to arrival","","","https://www.servicevolontaire.org/","New agents 2020","Yes","Daria","Proskuryakova","language@servicevolontaire.org","22% All Courses","","","Team, Partners","10/04/2024","","10/04/2024"
"","Shamrock School of English","Shamrock School of English","English","","","","","","Spain","","Foreign School","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","05/07/2016","","10/05/2022"
"","Shantaram Viaggi","Shantaram Viaggi","English","Tre Settembre 11,","","47891,","Dogana,","RSM","Italy","","Travel agent","","Net prior to arrival","","","www.theoneviaggi.com","7. Inactive","Yes","Michela","Crescentini","ovest2@theoneviaggi.com","25% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Shenzhen Sida Talent Consulting Service","Shenzhen Sida Talent","English","NO 101 BUILDING 2 BAOYI HIGH TECH PARK NO 3","WATAO FOURTH ROAD WULIAN COMMUNITY LPNGGANG STEET LONGGANG DISTRIECT","","SHENZHEN","","China","+86 13249827686","Travel agent","€","Net prior to arrival","","","https://mp.weixin.qq.com/mp/homepage?__biz=MzkzNDQxMzM2OQ==&hid=3&sn=e473d7894479b074ff42cd800d7805f8&scene=18#wechat_redirect","","Yes","Jenny","Yi","startedu86@163.com","","","","Team, Partners","17/02/2025","","17/02/2025"
"","Shenzhen Yuzhe Education Technology Co., Ltd.","LIU QIN","English","10a Ashfield Road","","H91 W653","Galway","","Ireland","","Travel agent","€","Net prior to arrival","","","https://www.youtube.com/@Gaby-rj8nw","2. Active Engaged","Yes","","","","22.5% All Courses","Partner Pay Terms - Course & Accomm","","Team, Accounts","28/11/2024","","28/11/2024"
"","SHINE ZUUNII GUUR","SHINE ZUUNII GUUR","English","Suite 1201 UB tower plus office, 25th Khoroo","","","ULAANBAATAR","","Mongolia","","Travel agent","€","Net prior to arrival","","","","","Yes","Sara","NCB","sara@ncb.mn","25% All Courses","","","Team, Partners","19/12/2025","Team, Partners","19/12/2025"
"","SIGMA VIAGENS","SIGMA VIAGENS","English","sala 01,","Cel Bordini, 1665,","","","","Brazil","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","29/07/2016","","10/05/2022"
"","Sindibad Holidays Co","Sindibad","English","2991 Northern Ring Road","Al Maseef",12468,"Riyadh","","Saudi Arabia",+966114940444,"Travel agent","€","Net prior to arrival","","","https://sindibad-sa.net/ar/","New agents 2020","Yes","Mohamed","Abdelhamid","khobar@sindibad-sa.com","22% All Courses","","","Team, Partners","24/05/2024","","24/05/2024"
"","Siobhan Nugent","Siobhan Nugent","English","","","","","","Spain","","Individual","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Sky International","Sky International","English","","","","","","South Korea","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","23% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Skyline Intercambio","Skyline","English","Skyline Intercambio","","RUA MARIA BORIN 223, CHACARA URBANA,","JUNDIAI,","","Brazil","","Travel agent","","Net prior to arrival","","","","","Yes","Ludimila","Pinto","ludimila.pinto@wizardjundiai.com.br","25% All Courses","","","Team, ULearn","23/08/2017","","10/05/2022"
"","Smart Abroad Education Consultancy","Smart Abroad Education Consultancy","English","Halaskargazi Cad. Sirmali","Apt. Number:190 / 7",34360,"Sisli – Istanbul","","Turkey","","Travel agent","","Net prior to arrival","","","www.smartyed.com","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Spaziando Viaggi","Spaziando Viaggi","English","","","","","","Italy","","Travel agent","","Net prior to arrival","","","http://spaziandoviaggi.it","3. Gone Quiet","Yes","","","","20% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Speak and go idiomas","Speak and go idiomas","English","","","","","","Spain","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Speak English with the world","Speak English with the world","English","LEMP Berlin Training UG (haftungsbeschränkt)","Berliner Str. 156",10715,"Berlin","","Spain","","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Magdalena","lemp","info@english-worldwide.com","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Speak Up","Speak Up","English","Cerro Colorado 5858, Office 207,","Las Condes","","Santiago de Chile","","Chile","+562 28848401","Travel agent","","Net prior to arrival","","","www.speakupchile.com","3. Gone Quiet","Yes","Francisca","Diaz","francisca.diaz@speakupchile.com","25% All Courses","","","Gill, Paul","21/02/2018","","10/05/2022"
"","Sprachenmarkt.d","Sprachenmarkt.d","English","Felix.Dahn-Str. 9d","",70597,"Stuttgart","","Germany",+4971112851540,"Travel agent","","Net prior to arrival","","","sprachenmarkt.de","","Yes","Ralf","Meurer","schools@sprachenmarkt.de","30% All Courses","Partner Pay Terms - Course Only (EU), Partner Pay Terms - Course Only 2","ULearn Cancellation Policy 2018","Team, ULearn","03/07/2019","","10/05/2022"
"","Sprachurlaub","Sprachurlaub","English","","","","","","Germany","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22.5% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","SSi Languages","SSi Languages","English","2nd Floor,","Bristol & West House Post Office Road,","BH1 1BL,","Bournemouth Dorset,","","United Kingdom","+44 1202 553930","Travel agent","","Net prior to arrival","","","","7. Inactive","Yes","Silvia","Stocco","admin@ssi-languages.com","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","St Brendan's School","St Brendan's School","English","","","","","","Uruguay","","Foreign School","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Stamp2Study","S2S","English","Rua Teodoro Sampaio, 744, Conj 108","","05406-000","São Paulo","","Brazil",+351913960645,"Travel agent","€","Net prior to arrival","","","http://www.stamp2study.com","New agents 2020","Yes","Ricardo","Barros","ricardo@stamp2study.com","22% All Courses","","","Team, Partners","24/07/2024","","24/07/2024"
"","Stein Study Abroad","Stein Study Abroad","English","","","","","","Ireland","","Travel agent","","Net prior to arrival","","","steinstudyabroad.ie","3. Gone Quiet","Yes","","","","","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Student Centre","Student Centre","English","","","","","","Kuwait","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Student Works","Studentworks","English","537 Wimborne Road","","BH9 2AP","Bournemouth","","United Kingdom",+447922731210,"","€","Net prior to arrival","","","www.studentworks.eu","","Yes","Jennifer","Brunyee","info@studentworks.eu","20% All Courses","Partner Pay Terms - Course & Accomm","","Gill, Paul","21/10/2021","","19/01/2024"
"","Studuj-v-cizine","Studuj-v-cizine","English","Barova 17,","","","Plzen","","Czech Republic","","Travel agent","","Net prior to arrival","","","","3. Gone Quiet","Yes","","","","22% All Courses","","","Gill, Paul","17/06/2016","","10/05/2022"
"","Study & Work Assist","Study &Work","English","Study & Work Assist","","68 Middle Abbey Street","Dublin 1","","Ireland","","Travel agent","","Net prior to arrival","","","","1. VIP","Yes","Rafael","Pereira","admin@studyworkassist.com","25% All Courses","","","Team, ULearn","27/09/2017","","10/05/2022"
